match,teamInning,battingPosition,batsman,R,B,M,4s,6s,SR,match_id,out/not_out
England Vs New Zealand,New Zealand,2,Devon Conway ,3,9,12,0,0,33.33,T20I # 1858,out
England Vs New Zealand,New Zealand,3,Kane Williamson (c),40,40,57,3,0,100.00,T20I # 1858,out
England Vs New Zealand,New Zealand,4,Glenn Phillips,62,36,64,4,3,172.22,T20I # 1858,out
England Vs New Zealand,New Zealand,5,James Neesham,6,3,7,1,0,200.00,T20I # 1858,out
England Vs New Zealand,New Zealand,6,Daryl Mitchell,3,5,10,0,0,60.00,T20I # 1858,out
England Vs New Zealand,New Zealand,7,Mitchell Santner,16,10,19,0,1,160.00,T20I # 1858,not_out
England Vs New Zealand,New Zealand,8,Ish Sodhi,6,6,4,0,0,100.00,T20I # 1858,not_out
Zimbabwe Vs Netherlands,Zimbabwe,1,Wessly Madhevere ,1,5,9,0,0,20.00,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,2,Craig Ervine (c),3,12,18,0,0,25.00,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,3,Regis Chakabva ,5,16,18,1,0,31.25,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,4,Sean Williams ,28,23,39,3,0,121.73,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,5,Sikandar Raza ,40,24,46,3,3,166.66,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,6,Milton Shumba ,2,3,6,0,0,66.66,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,7,Ryan Burl ,2,7,19,0,0,28.57,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,8,Luke Jongwe ,6,8,12,0,0,75.00,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,9,Richard Ngarava ,9,7,12,0,1,128.57,T20I # 1859,out
Zimbabwe Vs Netherlands,Zimbabwe,10,Tendai Chatara ,6,7,15,0,0,85.71,T20I # 1859,not_out
Zimbabwe Vs Netherlands,Zimbabwe,11,Blessing Muzarabani ,1,4,9,0,0,25.00,T20I # 1859,out
Zimbabwe Vs Netherlands,Netherlands,1,Stephan Myburgh,8,7,15,0,1,114.28,T20I # 1859,out
Zimbabwe Vs Netherlands,Netherlands,2,Max O'Dowd,52,47,70,8,1,110.63,T20I # 1859,out
Zimbabwe Vs Netherlands,Netherlands,3,Tom Cooper,32,29,42,2,1,110.34,T20I # 1859,out
Zimbabwe Vs Netherlands,Netherlands,4,Colin Ackermann,1,5,6,0,0,20.00,T20I # 1859,out
Zimbabwe Vs Netherlands,Netherlands,5,Bas de Leede,12,12,21,2,0,100.00,T20I # 1859,not_out
Zimbabwe Vs Netherlands,Netherlands,6,Scott Edwards (c),5,6,8,1,0,83.33,T20I # 1859,out
Zimbabwe Vs Netherlands,Netherlands,7,Roelof van der Merwe,0,3,6,0,0,0.00,T20I # 1859,not_out
India Vs Bangladesh,India,1,KL Rahul ,50,32,49,3,4,156.25,T20I # 1860,out
India Vs Bangladesh,India,2,Rohit Sharma (c),2,8,18,0,0,25.00,T20I # 1860,out
India Vs Bangladesh,India,3,Virat Kohli ,64,44,84,8,1,145.45,T20I # 1860,not_out
India Vs Bangladesh,India,4,Suryakumar Yadav ,30,16,18,4,0,187.50,T20I # 1860,out
India Vs Bangladesh,India,5,Hardik Pandya ,5,6,8,0,0,83.33,T20I # 1860,out
India Vs Bangladesh,India,6,Dinesh Karthik ,7,5,12,1,0,140.00,T20I # 1860,out
India Vs Bangladesh,India,7,Axar Patel ,7,6,6,1,0,116.66,T20I # 1860,out
India Vs Bangladesh,India,8,Ravichandran Ashwin ,13,6,9,1,1,216.66,T20I # 1860,not_out
India Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,21,25,50,1,1,84.00,T20I # 1860,out
India Vs Bangladesh,Bangladesh,2,Litton Das,60,27,40,7,3,222.22,T20I # 1860,out
India Vs Bangladesh,Bangladesh,3,Shakib Al Hasan (c),13,12,24,2,0,108.33,T20I # 1860,out
India Vs Bangladesh,Bangladesh,4,Afif Hossain,3,5,12,0,0,60.00,T20I # 1860,out
India Vs Bangladesh,Bangladesh,5,Yasir Ali,1,3,8,0,0,33.33,T20I # 1860,out
India Vs Bangladesh,Bangladesh,6,Nurul Hasan ,25,14,29,2,1,178.57,T20I # 1860,not_out
India Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,6,3,4,0,1,200.00,T20I # 1860,out
India Vs Bangladesh,Bangladesh,8,Taskin Ahmed,12,7,22,1,1,171.42,T20I # 1860,not_out
Pakistan Vs South Africa,Pakistan,1,Mohammad Rizwan ,4,4,4,1,0,100.00,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,2,Babar Azam (c),6,15,29,0,0,40.00,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,3,Mohammad Haris ,28,11,19,2,3,254.54,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,4,Shan Masood ,2,6,11,0,0,33.33,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,5,Iftikhar Ahmed ,51,35,73,3,2,145.71,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,6,Mohammad Nawaz ,28,22,32,4,1,127.27,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,7,Shadab Khan ,52,22,31,3,4,236.36,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,8,Mohammad Wasim ,0,1,1,0,0,0.00,T20I # 1861,out
Pakistan Vs South Africa,Pakistan,9,Naseem Shah ,5,3,3,0,0,166.66,T20I # 1861,not_out
Pakistan Vs South Africa,Pakistan,10,Haris Rauf ,3,2,2,0,0,150.00,T20I # 1861,out
Pakistan Vs South Africa,South Africa,1,Temba Bavuma (c),36,19,39,4,1,189.47,T20I # 1861,out
Pakistan Vs South Africa,South Africa,2,Quinton de Kock ,0,5,6,0,0,0.00,T20I # 1861,out
Pakistan Vs South Africa,South Africa,3,Rilee Rossouw,7,6,10,0,1,116.66,T20I # 1861,out
Pakistan Vs South Africa,South Africa,4,Aiden Markram,20,14,28,4,0,142.85,T20I # 1861,out
Pakistan Vs South Africa,South Africa,5,Heinrich Klaasen,15,9,18,3,0,166.66,T20I # 1861,out
Pakistan Vs South Africa,South Africa,6,Tristan Stubbs,18,18,28,0,1,100.00,T20I # 1861,out
Pakistan Vs South Africa,South Africa,7,Wayne Parnell,3,4,9,0,0,75.00,T20I # 1861,out
Pakistan Vs South Africa,South Africa,8,Kagiso Rabada,1,2,11,0,0,50.00,T20I # 1861,out
Pakistan Vs South Africa,South Africa,9,Anrich Nortje,1,5,8,0,0,20.00,T20I # 1861,out
Pakistan Vs South Africa,South Africa,10,Lungi Ngidi,4,1,5,1,0,400.00,T20I # 1861,not_out
Pakistan Vs South Africa,South Africa,11,Tabraiz Shamsi,1,1,3,0,0,100.00,T20I # 1861,not_out
New Zealand Vs Ireland,New Zealand,1,Finn Allen ,32,18,30,5,1,177.77,T20I # 1862,out
New Zealand Vs Ireland,New Zealand,2,Devon Conway ,28,33,55,2,0,84.84,T20I # 1862,out
New Zealand Vs Ireland,New Zealand,3,Kane Williamson (c),61,35,59,5,3,174.28,T20I # 1862,out
New Zealand Vs Ireland,New Zealand,4,Glenn Phillips ,17,9,9,2,1,188.88,T20I # 1862,out
New Zealand Vs Ireland,New Zealand,5,Daryl Mitchell ,31,21,35,2,0,147.61,T20I # 1862,not_out
New Zealand Vs Ireland,New Zealand,6,James Neesham ,0,1,3,0,0,0.00,T20I # 1862,out
New Zealand Vs Ireland,New Zealand,7,Mitchell Santner ,0,1,2,0,0,0.00,T20I # 1862,out
New Zealand Vs Ireland,New Zealand,8,Tim Southee ,1,2,7,0,0,50.00,T20I # 1862,not_out
New Zealand Vs Ireland,Ireland,1,Paul Stirling,37,27,39,3,1,137.03,T20I # 1862,out
New Zealand Vs Ireland,Ireland,2,Andy Balbirnie (c),30,25,36,0,3,120.00,T20I # 1862,out
New Zealand Vs Ireland,Ireland,3,Lorcan Tucker ,13,14,30,0,0,92.85,T20I # 1862,out
New Zealand Vs Ireland,Ireland,4,Harry Tector,2,7,4,0,0,28.57,T20I # 1862,out
New Zealand Vs Ireland,Ireland,5,Gareth Delany,10,8,12,2,0,125.00,T20I # 1862,out
New Zealand Vs Ireland,Ireland,6,George Dockrell,23,15,24,3,0,153.33,T20I # 1862,out
New Zealand Vs Ireland,Ireland,7,Curtis Campher,7,7,10,1,0,100.00,T20I # 1862,out
New Zealand Vs Ireland,Ireland,8,Fionn Hand,5,3,7,1,0,166.66,T20I # 1862,out
New Zealand Vs Ireland,Ireland,9,Mark Adair,4,5,9,0,0,80.00,T20I # 1862,out
New Zealand Vs Ireland,Ireland,10,Barry McCarthy,6,5,10,0,0,120.00,T20I # 1862,not_out
New Zealand Vs Ireland,Ireland,11,Josh Little,8,4,3,0,1,200.00,T20I # 1862,not_out
Australia Vs Afghanistan,Australia,1,David Warner ,25,18,28,5,0,138.88,T20I # 1864,out
Australia Vs Afghanistan,Australia,2,Cameron Green ,3,2,12,0,0,150.00,T20I # 1864,out
Australia Vs Afghanistan,Australia,3,Mitchell Marsh ,45,30,42,3,2,150.00,T20I # 1864,out
Australia Vs Afghanistan,Australia,4,Steven Smith ,4,4,6,1,0,100.00,T20I # 1864,out
Australia Vs Afghanistan,Australia,5,Marcus Stoinis ,25,21,41,0,2,119.04,T20I # 1864,out
Australia Vs Afghanistan,Australia,6,Glenn Maxwell ,54,32,46,6,2,168.75,T20I # 1864,not_out
Australia Vs Afghanistan,Australia,7,Matthew Wade (c),6,8,14,1,0,75.00,T20I # 1864,out
Australia Vs Afghanistan,Australia,8,Pat Cummins ,0,2,4,0,0,0.00,T20I # 1864,out
Australia Vs Afghanistan,Australia,9,Kane Richardson ,1,1,6,0,0,100.00,T20I # 1864,out
Australia Vs Afghanistan,Australia,10,Adam Zampa ,1,1,5,0,0,100.00,T20I # 1864,not_out
Australia Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz ,30,17,31,2,2,176.47,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,2,Usman Ghani,2,7,16,0,0,28.57,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,3,Ibrahim Zadran,26,33,55,2,0,78.78,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,4,Gulbadin Naib,39,23,38,3,2,169.56,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,5,Mohammad Nabi (c),1,2,10,0,0,50.00,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,6,Najibullah Zadran,0,2,3,0,0,0.00,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,7,Darwish Rasooli,15,13,28,1,0,115.38,T20I # 1864,out
Australia Vs Afghanistan,Afghanistan,8,Rashid Khan,48,23,27,3,4,208.69,T20I # 1864,not_out
Australia Vs Afghanistan,Afghanistan,9,Naveen-ul-Haq,0,0,4,0,0,-,T20I # 1864,not_out
Sri Lanka Vs England,Sri Lanka,1,Pathum Nissanka ,67,45,70,2,5,148.88,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,2,Kusal Mendis ,18,14,21,1,1,128.57,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,3,Dhananjaya de Silva ,9,11,17,0,0,81.81,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,4,Charith Asalanka ,8,9,15,0,0,88.88,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,5,Bhanuka Rajapaksa ,22,22,41,3,0,100.00,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,6,Dasun Shanaka (c),3,8,12,0,0,37.50,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,7,Wanindu Hasaranga de Silva ,9,9,13,1,0,100.00,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,8,Chamika Karunaratne ,0,2,3,0,0,0.00,T20I # 1867,out
Sri Lanka Vs England,Sri Lanka,9,Maheesh Theekshana ,0,0,2,0,0,-,T20I # 1867,not_out
Sri Lanka Vs England,England,1,Jos Buttler (c),28,23,35,2,1,121.73,T20I # 1867,out
Sri Lanka Vs England,England,2,Alex Hales,47,30,42,7,1,156.66,T20I # 1867,out
Sri Lanka Vs England,England,3,Ben Stokes,42,36,59,2,0,116.66,T20I # 1867,not_out
Sri Lanka Vs England,England,4,Harry Brook,4,5,9,0,0,80.00,T20I # 1867,out
Sri Lanka Vs England,England,5,Liam Livingstone,4,6,10,0,0,66.66,T20I # 1867,out
Sri Lanka Vs England,England,6,Moeen Ali,1,5,8,0,0,20.00,T20I # 1867,out
Sri Lanka Vs England,England,7,Sam Curran,6,11,16,0,0,54.54,T20I # 1867,out
Sri Lanka Vs England,England,8,Chris Woakes,5,3,11,1,0,166.66,T20I # 1867,not_out
Netherlands Vs South Africa,Netherlands,1,Stephan Myburgh ,37,30,41,7,0,123.33,T20I # 1871,out
Netherlands Vs South Africa,Netherlands,2,Max O'Dowd ,29,31,61,1,1,93.54,T20I # 1871,out
Netherlands Vs South Africa,Netherlands,3,Tom Cooper ,35,19,30,2,2,184.21,T20I # 1871,out
Netherlands Vs South Africa,Netherlands,4,Colin Ackermann ,41,26,31,3,2,157.69,T20I # 1871,not_out
Netherlands Vs South Africa,Netherlands,5,Bas de Leede ,1,7,11,0,0,14.28,T20I # 1871,out
Netherlands Vs South Africa,Netherlands,6,Scott Edwards (c),12,7,11,2,0,171.42,T20I # 1871,not_out
Netherlands Vs South Africa,South Africa,1,Quinton de Kock ,13,13,12,1,1,100.00,T20I # 1871,out
Netherlands Vs South Africa,South Africa,2,Temba Bavuma (c),20,20,26,2,0,100.00,T20I # 1871,out
Netherlands Vs South Africa,South Africa,3,Rilee Rossouw,25,19,29,2,0,131.57,T20I # 1871,out
Netherlands Vs South Africa,South Africa,4,Aiden Markram,17,13,30,2,0,130.76,T20I # 1871,out
Netherlands Vs South Africa,South Africa,5,David Miller,17,17,28,1,0,100.00,T20I # 1871,out
Netherlands Vs South Africa,South Africa,6,Heinrich Klaasen,21,18,27,0,1,116.66,T20I # 1871,out
Netherlands Vs South Africa,South Africa,7,Wayne Parnell,0,2,3,0,0,0.00,T20I # 1871,out
Netherlands Vs South Africa,South Africa,8,Keshav Maharaj,13,12,20,0,1,108.33,T20I # 1871,out
Netherlands Vs South Africa,South Africa,9,Kagiso Rabada,9,8,13,0,0,112.50,T20I # 1871,not_out
Netherlands Vs South Africa,South Africa,10,Anrich Nortje,4,1,2,1,0,400.00,T20I # 1871,not_out
Bangladesh Vs Pakistan,Bangladesh,1,Najmul Hossain Shanto ,54,48,66,7,0,112.50,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,2,Litton Das ,10,8,15,0,1,125.00,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,3,Soumya Sarkar ,20,17,38,1,1,117.64,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,4,Shakib Al Hasan (c),0,1,4,0,0,0.00,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,5,Afif Hossain ,24,20,47,3,0,120.00,T20I # 1872,not_out
Bangladesh Vs Pakistan,Bangladesh,6,Mosaddek Hossain ,5,11,17,0,0,45.45,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,7,Nurul Hasan ,0,3,4,0,0,0.00,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,8,Taskin Ahmed ,1,5,8,0,0,20.00,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,9,Nasum Ahmed ,7,6,9,1,0,116.66,T20I # 1872,out
Bangladesh Vs Pakistan,Bangladesh,10,Mustafizur Rahman ,0,1,1,0,0,0.00,T20I # 1872,not_out
Bangladesh Vs Pakistan,Pakistan,1,Mohammad Rizwan ,32,32,51,2,1,100.00,T20I # 1872,out
Bangladesh Vs Pakistan,Pakistan,2,Babar Azam (c),25,33,46,2,0,75.75,T20I # 1872,out
Bangladesh Vs Pakistan,Pakistan,3,Mohammad Nawaz,4,11,27,0,0,36.36,T20I # 1872,out
Bangladesh Vs Pakistan,Pakistan,4,Mohammad Haris,31,18,31,1,2,172.22,T20I # 1872,out
Bangladesh Vs Pakistan,Pakistan,5,Shan Masood,24,14,20,2,0,171.42,T20I # 1872,not_out
Bangladesh Vs Pakistan,Pakistan,6,Iftikhar Ahmed,1,3,8,0,0,33.33,T20I # 1872,out
Bangladesh Vs Pakistan,Pakistan,7,Shadab Khan,0,0,2,0,0,-,T20I # 1872,not_out
India Vs Zimbabwe,India,1,KL Rahul ,51,35,59,3,3,145.71,T20I # 1873,out
India Vs Zimbabwe,India,2,Rohit Sharma (c),15,13,20,2,0,115.38,T20I # 1873,out
India Vs Zimbabwe,India,3,Virat Kohli ,26,25,36,2,0,104.00,T20I # 1873,out
India Vs Zimbabwe,India,4,Suryakumar Yadav ,61,25,44,6,4,244.00,T20I # 1873,not_out
India Vs Zimbabwe,India,5,Rishabh Pant ,3,5,7,0,0,60.00,T20I # 1873,out
India Vs Zimbabwe,India,6,Hardik Pandya ,18,18,29,2,0,100.00,T20I # 1873,out
India Vs Zimbabwe,India,7,Axar Patel ,0,0,6,0,0,-,T20I # 1873,not_out
India Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,0,1,1,0,0,0.00,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,2,Craig Ervine (c),13,15,37,2,0,86.66,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,3,Regis Chakabva ,0,6,9,0,0,0.00,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,4,Sean Williams,11,18,22,0,1,61.11,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,34,24,53,3,0,141.66,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,6,Tony Munyonga,5,4,6,1,0,125.00,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,7,Ryan Burl,35,22,27,5,1,159.09,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,8,Wellington Masakadza,1,7,8,0,0,14.28,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,1,2,4,0,0,50.00,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,4,4,11,1,0,100.00,T20I # 1873,out
India Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,0,2,5,0,0,0.00,T20I # 1873,not_out
New Zealand Vs Pakistan,New Zealand,1,Finn Allen ,4,3,6,1,0,133.33,T20I # 1877,out
New Zealand Vs Pakistan,New Zealand,2,Devon Conway ,21,20,35,3,0,105.00,T20I # 1877,out
New Zealand Vs Pakistan,New Zealand,3,Kane Williamson (c),46,42,81,1,1,109.52,T20I # 1877,out
New Zealand Vs Pakistan,New Zealand,4,Glenn Phillips ,6,8,9,1,0,75.00,T20I # 1877,out
New Zealand Vs Pakistan,New Zealand,5,Daryl Mitchell ,53,35,60,3,1,151.42,T20I # 1877,not_out
New Zealand Vs Pakistan,New Zealand,6,James Neesham ,16,12,19,1,0,133.33,T20I # 1877,not_out
New Zealand Vs Pakistan,Pakistan,1,Mohammad Rizwan ,57,43,77,5,0,132.55,T20I # 1877,out
New Zealand Vs Pakistan,Pakistan,2,Babar Azam (c),53,42,56,7,0,126.19,T20I # 1877,out
New Zealand Vs Pakistan,Pakistan,3,Mohammad Haris,30,26,32,2,1,115.38,T20I # 1877,out
New Zealand Vs Pakistan,Pakistan,4,Shan Masood,3,4,13,0,0,75.00,T20I # 1877,not_out
New Zealand Vs Pakistan,Pakistan,5,Iftikhar Ahmed,0,0,3,0,0,-,T20I # 1877,not_out
India Vs England,India,1,KL Rahul ,5,5,8,1,0,100.00,T20I # 1878,out
India Vs England,India,2,Rohit Sharma (c),27,28,37,4,0,96.42,T20I # 1878,out
India Vs England,India,3,Virat Kohli ,50,40,75,4,1,125.00,T20I # 1878,out
India Vs England,India,4,Suryakumar Yadav ,14,10,14,1,1,140.00,T20I # 1878,out
India Vs England,India,5,Hardik Pandya ,63,33,47,4,5,190.90,T20I # 1878,out
India Vs England,India,6,Rishabh Pant ,6,4,13,1,0,150.00,T20I # 1878,out
India Vs England,India,7,Ravichandran Ashwin ,0,0,4,0,0,-,T20I # 1878,not_out
India Vs England,England,1,Jos Buttler (c),80,49,74,9,3,163.26,T20I # 1878,not_out
India Vs England,England,2,Alex Hales,86,47,74,4,7,182.97,T20I # 1878,not_out
Pakistan Vs England,Pakistan,1,Mohammad Rizwan ,15,14,24,0,1,107.14,T20I # 1879,out
Pakistan Vs England,Pakistan,2,Babar Azam (c),32,28,58,2,0,114.28,T20I # 1879,out
Pakistan Vs England,Pakistan,3,Mohammad Haris ,8,12,15,1,0,66.66,T20I # 1879,out
Pakistan Vs England,Pakistan,4,Shan Masood ,38,28,46,2,1,135.71,T20I # 1879,out
Pakistan Vs England,Pakistan,5,Iftikhar Ahmed ,0,6,8,0,0,0.00,T20I # 1879,out
Pakistan Vs England,Pakistan,6,Shadab Khan ,20,14,26,2,0,142.85,T20I # 1879,out
Pakistan Vs England,Pakistan,7,Mohammad Nawaz ,5,7,11,0,0,71.42,T20I # 1879,out
Pakistan Vs England,Pakistan,8,Mohammad Wasim ,4,8,12,0,0,50.00,T20I # 1879,out
Pakistan Vs England,Pakistan,9,Shaheen Shah Afridi ,5,3,8,1,0,166.66,T20I # 1879,not_out
Pakistan Vs England,Pakistan,10,Haris Rauf ,1,1,3,0,0,100.00,T20I # 1879,not_out
Pakistan Vs England,England,1,Jos Buttler (c),26,17,33,3,1,152.94,T20I # 1879,out
Pakistan Vs England,England,2,Alex Hales,1,2,6,0,0,50.00,T20I # 1879,out
Pakistan Vs England,England,3,Phil Salt,10,9,16,2,0,111.11,T20I # 1879,out
Pakistan Vs England,England,4,Ben Stokes,52,49,81,5,1,106.12,T20I # 1879,not_out
Pakistan Vs England,England,5,Harry Brook,20,23,36,1,0,86.95,T20I # 1879,out
Pakistan Vs England,England,6,Moeen Ali,19,13,30,3,0,146.15,T20I # 1879,out
Pakistan Vs England,England,7,Liam Livingstone,1,1,3,0,0,100.00,T20I # 1879,not_out
